author	comment	vote
Tod	就像我对DM1的评价一样，纯粹的大冒险情节这世代怀旧作肯定达不到那样高度，转头去做了一个青年危机的剧情，成长意味着分别，不算差的立意，做出来却像无病呻吟一般，我已经放宽心不去追究那些奇妙的剧情发展，却还是被纸一样单薄的反派，和太一大和脸谱式的嘶吼演出给尬住了，所谓情怀只是给你放放歌，吹个哨子，谈谈回忆，让人物走个过场，2020了，制作组还是把观众当傻子，我只会说，求求你别做了，DM1啥时候能在电视上再放送就是最好的情怀了	1
初音奥特曼	7.9分，还算不错的情怀作。小时候经常看《数码宝贝》，但不知道什么时候退坑了，没有像奥特曼一样追下去，想想挺可惜的。看完电影弄得我想把原tv在看一遍了，哈哈。数码宝贝应该是许多人的童年伙伴吧。	2
烂梗	我哭了是因为我的童年回忆而不是因为这部剧场版有多好看，剧情挺垃圾的。	0
海的另一边	真的就二十几年从没关注过这套动画了，但开场一连串熟悉的音乐响起，马上激动得鸡皮疙瘩了一身；
人生总要向前看，而成长总要伴随着离别…也和反派一样，同样会想过和最喜爱的人停留在最美好的时光里…这是部严肃的剧场版。	0
dddddddddd	羁绊和回忆让人不想长大、不想前进，但是这就是人生啊。逃避虽可耻但有用，可惜时间不等人。	0
空灵赌徒	纯是给情怀分了 那两首歌燃起 但后面还是感觉不对 色调就怪怪的 冷冷的 我小时候的应该是热血冒险的 而不是这样无痛呻吟 还来个反转	1
艾小炮	当然是因为童年情怀啊，泪目。	0
未洋chaos	情怀打满，爱了爱了	0
＇﹎|零¨ヰ	一般般吧，童年最爱，最后进化有点简单了吧，叫什么兽也没说	0
儼齋	生死有时，聚散有时，悲喜有时。一切顺随，如何可能？	0
许洎央	走出电影院时，听到两个男生在说：我们的青春结束了。	0
被套牢了别浪	第一部tv版本告别就好了 哎	0
番茄炒蛋不加蛋	看个情怀，主题曲出来的时候满满的感动	0
烈女Exc/usive	“我的童年值五星”	1
DRYJIAYOU	我们还没年老到对被注定的未来欣然接受的年纪。想要去到更高的地方，我们便无所畏惧。这不是回忆录。这是我们与数码宝贝们全新的冒险。	0
小新有只喵	感动	0
秋风物	永远的童年，永远的感动。	0
yuan	数码宝贝之恐怖蜡像馆。很无聊但又很好哭。尤其想到自己没有一路共同成长的朋友，就哭更凶了。	0
金属蓝	可能只有亚古兽他们才不会变老吧。 给五星，是按情怀打的分。	1
温文暖	无感。
高级进化都是类人型一点都不酷。
太一的肺活量真大啊！
画得感觉没那么精致啊～	0
不留痕迹	真的过了看这种的年纪了，但butterfly响起的时候依然觉得一阵热血	0
Theodore	前十分钟童年归位。就是反派设置得太烂了还不如看他们吃饭聊天。还我素娜美美啊连第二部主角戏份都比她们多。	1
好样的	好像成为影像的人和事物总能永远存在永远年轻。但连他们也喝起了啤酒撸起了小串住去了小户型买上了成人影片。在生活步步紧逼之下人生的可能性越来越小。再见，一种我或许本能过上的人生。	0
zygma	明天我们干什么好呢？明天嘛……(2020.11.6，@永华shf，with Shelly)	0
什么名字好呢	剧情小尬，故事转接有点生硬，有点强行煽情的感觉
但有点好哭，回忆风直接拉满，想重温以前的感觉的话强推！！！可惜没有之前八个人的感觉了，基本都是太一和阿和的戏份，当然有我很喜欢的V仔兽，第二部里面基本都在，很不错
PS：最后的另类进化巨难看，什么审美，我佛了，看吐了，
pps：我想看其他人的超进化啊，可惜	2
陳顏	怎么可以这样，好多遗憾。	0
特伦	属于被预告片骗哭两回，去电影院看了发现很糟糕会气到老粉的系列	0
李格非	对于数码宝贝的上个回忆是童年的回忆杀。所以，这一部，不是滋味，除了第一部后面再也没有看过，所以后期的全世界被选择的孩子，合体进化，长久陪伴，数码门等等都是很陌生很陌生！	0
Vigtshigjkkid	电影院里一个小孩问妈妈：“怎么这么多大人？大人也爱看动漫么？”  
妈妈说“是看动漫的小孩都长大了”	4
几许风雨	数码宝贝，最后消费你的情怀	1
Y.	哭昏了！这个结局我拒绝！凭什么不让大人做梦！	0
____anybody	终于有动画片的主人公，跟现实空间的我同步长大了。因为没有抱太高的预期，所以感觉剧情还算挺详实的，远离童年是不可破的宿命啊！听到进化bgm时的鸡皮疙瘩，送给我在大通看动画片的无数个日夜。	0
一日三餐为续命	有些情节很莫名 很突然 不太连贯 ／干啥都只有两个人 其他人真的就是打酱油  以为应该是大家一起同心协力 结果依然是双人（中配也很出戲）／即便如此 还是被音乐和数码宝贝傻傻甜甜弄哭好几次／「只是不善言辞羞涩的大人罢了」「明天我们干什么呢？」	0
Immortal	五颗星全给《Butter-fly》。跟想象中的告别童年的仪式差别太大了。被选召的孩子，终究要长大。就这样吧。	0
想去的远方	因为电影的特性，除了太一和阿和外，其他人物完全背景板、工具化。不过毕竟不是人皆罗素兄弟，就目前的成色来看已经很不错了，各种正番元素满满情怀杀，以跟数码宝贝的分别作为意象刻画成长的残酷。剧情设定略俗，但无伤大雅，叙事流畅、紧凑，还有些小惊喜。但让我不满意的是动作戏不够出彩，以及情怀方面各种数码宝贝的戏份与进化程度展现被压缩的有点可怜。
（PS.希望这部和《哆啦A梦：伴我同行》一样，只是独立作品用一个“最后”的设定。并不是正番的终结）	0
Castieal	好看，看完想去買暴龍機。想起小時候有個綠色的，後來被沒收了	0
Sirius只有Siri	一定还会再见面的！在电影院哭成狗了QAQ虽然是老套的hero剧情，但是还是忍不住流泪，长大的孩子就会失去数码宝贝，是因为他们在成长的过程中失去了无限可能吗？为什么是亚古兽和加布兽最先消失呢？难道是因为他们俩最早进化？	0
冥王星	会一直在一起的	0
MANDOM	哨子吹响的那一刻，真的忍不住。我也被迫长大了，被迫前进了，爷的童年早该结束了……	0
帕帕多普洛斯	不止是Dm1主角们和数码宝贝的告别，更是对DM1粉丝们的一个劝诫——别活在过去了，它已经结束了！就凭最后没用黄油飞，这个五星就可以给了！

其实本身A故事蛮潦草的，完全把叙述重点交给了B故事，但是这次的战斗场面经费显然给得很足，打得很爽——虽然最后那两个也不知道什么体的东西也太恐怖谷了	0
内有恶犬	小时候放学回家看大结局挨一刀，20周年去电影院又补一刀，fine，长大就是啥也不配有。	0
鸭梨	实属糟蹋童年	0
你的蓝朋友	坐我旁边的大佬也哭惨了	0
c.love._	这最后的进化确定不是人兽合体么 那个boss也长成面具脸了。。。加布兽那是满满的强袭自由即视感啊。。。对于我的童年来说只有第一部的那八个孩子  后来发现好多孩子啊 而且两个世界合并生活 感觉怪怪的 可能没看过后续剧集的原因吧 数码宝贝会消失这个设定 或许是在用动画片孩子的视角让我们再一次明白失去就是成长的代价吧	0
小四不象	无感。宠物战斗完全没有操作感啊，就是你上，我看着。	0
仲夏之门	This used to be our playground.	0
里中静流	想要长大，想要向前走，一定会有什么弥足珍贵的东西失去了，剧场版白描式的致敬着失去和成长。最后感谢那个电影院的男生在结尾全场唏嘘的时候大喊："这就是要拍第二部的样子！"突然感觉离开的伙伴总有一天会再见的。	1
shun	最后的进化模样如果是和主人翁融合进化感情氛围会更加带动起来	0
门徒	可能小时候看数码宝贝不如神奇宝贝多，所以没什么童年记忆加持，导致观感也只是用最基本的电影常识来评价，在这方面看的话，数码宝贝制作相当幼齿跟卖情怀，远不如前几年的多啦a梦。（改一下吧，毕竟看哭了）	0
百代过客	bgm响起来还是那么熟悉。全片很有味道的一场戏是太一和大和二人在烤肉店吃饭中相互诉说，讨论起小伙伴们如今的状况，所谓物是人非事事休，才发现一直以来不变的只有身边的数码宝贝，兴高采烈之际一句“生活不易”随即陷入沉思，场面开始变得沉默。感觉这部片子想呈现的都在这里面了。	0
年轻人不要信邪~	反派造型和主角最后进化造型真的不错，其他就还好吧	0
Xalam	愿你以至诚之心 领岁月之教诲	0
喵喵喵喵喵	有点一头雾水烂尾。。。。	0
○Ⅴ○	1. 想念当年有点模糊的画质，还有国语配音，那是我记忆里的味道  2. 进化的 BGM 为什么要改编曲？不喜欢  3. 剧情真的很老套  吹哨子真扯   4. 感觉就是太一跟阿和两个人的故事  跟我预期的差好多   5. 都要打大 BOSS 了，好不容易出场的数码宝贝让他们超级进化一下行不行  6.一星给情怀	0
野航	情怀加一星	0
我还是个宝宝	趁着星期六去看了一下，真的很棒！！！	0
TY	不管怎么样 还是吊打tri了，第二部的几位有戏份好评～ 
情怀好卖，炒冷饭好吃，社畜有被内涵到，泪点有被戳到 
冷静点就是三星 冲动点就是五星 所以就四星吧	0
周一	bug响了，变身进化了，陷入了短暂童年十分钟的回忆里，就很知足了。	0
魔力水族	对数码宝贝仍是觉得莫名其妙	0
南话	没有那么多同步就更好了	1
鱼罐头	有些东西还是放在回忆里比较好	0
KLY	5/6/2020 @ CANDY PARK。其實整個故事滿行貨的，不過這樣賣童年回憶打感動牌，我接受	0
木·子鱼	结束也好	0
_Rookie7	配乐一响，满满的童年回忆，一定要在大银幕看下，重回童年“亚古兽进化”。
这个结局可以了，希望别有续集了	0
（｡ò ∀ ó｡）	和告白那部剧场版套路相似啊，泪点都相似，没事，只要这系例还想恰电影票钱出续集，下一部剧场版去趟数码宝贝世界把两兽找回来就完事。	0
Season	长大了就一定要和数码宝贝分别吗？Not only	0
TY	不管怎么样 还是吊打tri了，第二部的几位有戏份好评～ 
情怀好卖，炒冷饭好吃，社畜有被内涵到，泪点有被戳到 
冷静点就是三星 冲动点就是五星 所以就四星吧	0
周一	bug响了，变身进化了，陷入了短暂童年十分钟的回忆里，就很知足了。	0
魔力水族	对数码宝贝仍是觉得莫名其妙	0
南话	没有那么多同步就更好了	1
鱼罐头	有些东西还是放在回忆里比较好	0
KLY	5/6/2020 @ CANDY PARK。其實整個故事滿行貨的，不過這樣賣童年回憶打感動牌，我接受	0
木·子鱼	结束也好	0
_Rookie7	配乐一响，满满的童年回忆，一定要在大银幕看下，重回童年“亚古兽进化”。
这个结局可以了，希望别有续集了	0
（｡ò ∀ ó｡）	和告白那部剧场版套路相似啊，泪点都相似，没事，只要这系例还想恰电影票钱出续集，下一部剧场版去趟数码宝贝世界把两兽找回来就完事。	0
Season	长大了就一定要和数码宝贝分别吗？Not only	0
肉丸肉丸	我想看的都演了，泪流满面	1
so young	20年前结尾哭的稀里哗啦的记忆还在，20年后想补一个happy ending，结果旧伤未愈，新伤又至。	1
李子怀	吊打tri是没问题的，无论是演出质量还是剧本走向。但开局有太一的进化重置，结尾却没有其他人的我是没想到。还有剧情总归有点高开低走的感觉。	2
J	也就只是情怀了	0
Black2018	可能是我情怀不够吧，为什么画风变这么软了，线条感很淡。	0
乌鱼籽	感觉还不错，对数码宝贝完全不熟悉也没看过几集动画片，纯粹陪朋友看的，但是从剧情到分离的伤怀，都做的挺好。童年和成年的分隔，成长，失去，变化，这真是永恒的主题。	0
Aufwärts	三星情怀分	0
｜爱的灌木丛	气笑了	2
月升	长大这件事太痛了，好无奈。	0
果断未果啊。	没有情怀 不过就是把动画片放到了大屏幕上播放 一个半小时除了前半个小时能看进去 后面睡着了五次 啥时候我看电影还睡过觉？	0
